# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  6 12:35:10 2021
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8847111,K02985.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.575884418,8.3600000e-07,-8.3600000e-07,132.0077800,1.510000e-03,-1.510000e-03,1.2580,0.6930,-0.2350,2.07340,0.07300,-0.07300,2.7220e+02,7.600e+00,-7.600e+00,31.17,1.041e+01,-3.470e+00,2397.0,,,7790.32,7688.15,-2601.69,43.20,1,q1_q17_dr25_tce,6290.00,175.00,-263.00,4.442,0.067,-0.216,1.0440,0.3490,-0.1160,300.719270,45.096050,15.024
4568298,K02986.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.562555067,1.5640000e-06,-1.5640000e-06,131.7495800,2.320000e-03,-2.320000e-03,0.5270,0.0220,-0.4570,1.74020,0.08050,-0.08050,1.9830e+02,1.100e+01,-1.100e+01,1.21,2.900e-01,-1.200e-01,2046.0,,,4128.40,2917.27,-1138.81,21.70,1,q1_q17_dr25_tce,5793.00,155.00,-172.00,4.561,0.040,-0.160,0.8320,0.1990,-0.0800,293.536290,39.690090,15.945
9230021,K03429.04,,CANDIDATE,CANDIDATE,0.5080,0,0,0,0,44.433726000,1.0180000e-03,-1.0180000e-03,162.9825000,2.140000e-02,-2.140000e-02,0.6240,0.0200,-0.4860,6.11800,0.40700,-0.40700,2.3960e+02,3.090e+01,-3.090e+01,1.85,2.900e-01,-2.900e-01,538.0,,,19.73,8.21,-6.40,8.00,3,q1_q17_dr25_tce,5596.00,83.00,-75.00,4.298,0.143,-0.104,1.1450,0.1780,-0.1780,296.196140,45.634331,15.364
4374339,K02987.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.993703494,2.6280000e-06,-2.6280000e-06,132.1420000,2.090000e-03,-2.090000e-03,0.4360,0.0300,-0.4360,0.76450,0.09680,-0.09680,6.7400e+01,6.500e+00,-6.500e+00,2.32,3.700e-01,-8.200e-01,3257.0,,,26588.40,13329.89,-16907.16,14.50,1,q1_q17_dr25_tce,6854.00,184.00,-245.00,3.808,0.285,-0.095,2.7150,0.4400,-0.9530,293.983460,39.430420,12.928
6636320,K02989.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.331252280,3.8020000e-05,-3.8020000e-05,137.1414900,4.820000e-03,-4.820000e-03,0.0940,0.3700,-0.0940,2.68800,0.15000,-0.15000,3.0660e+02,2.180e+01,-2.180e+01,1.31,2.300e-01,-1.000e-01,822.0,,,108.04,59.23,-26.06,16.20,1,q1_q17_dr25_tce,5383.00,159.00,-159.00,4.603,0.035,-0.112,0.7590,0.1320,-0.0570,299.080990,42.018139,15.411
4067925,K03066.01,,CANDIDATE,CANDIDATE,0.8870,0,0,0,0,24.220419200,1.9400000e-04,-1.9400000e-04,146.4245900,6.240000e-03,-6.240000e-03,0.0320,0.4220,-0.0320,3.27100,0.22600,-0.22600,8.0630e+02,6.740e+01,-6.740e+01,2.10,3.300e-01,-1.500e-01,505.0,,,15.43,8.06,-3.66,14.00,1,q1_q17_dr25_tce,5165.00,170.00,-154.00,4.599,0.026,-0.097,0.7610,0.1190,-0.0550,294.290040,39.126869,15.911
4847782,K03067.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,30.959705300,4.2430000e-04,-4.2430000e-04,139.4390300,9.350000e-03,-9.350000e-03,1.1910,69.3100,-0.4510,5.42000,0.64200,-0.64200,4.1070e+02,3.910e+01,-3.910e+01,16.63,2.160e+00,-1.360e+00,438.0,,,8.67,4.54,-2.58,13.70,1,q1_q17_dr25_tce,4947.00,222.00,-222.00,4.621,0.030,-0.070,0.7140,0.0930,-0.0580,295.064420,39.960659,15.082
6021275,K00284.02,Kepler-132 A c,CONFIRMED,CANDIDATE,0.9190,0,0,0,0,6.414912770,1.2590000e-05,-1.2590000e-05,169.6404400,1.530000e-03,-1.530000e-03,0.8690,0.0570,-0.5840,3.36290,0.04810,-0.04810,1.2100e+02,2.600e+00,-2.600e+00,1.40,2.000e-01,-2.200e-01,1069.0,,,309.12,124.36,-106.48,51.10,1,q1_q17_dr25_tce,5931.00,107.00,-118.00,4.322,0.137,-0.112,1.1010,0.1570,-0.1730,283.235810,41.343040,11.818
10350571,K01175.03,,FALSE POSITIVE,FALSE POSITIVE,0.3780,1,0,0,0,93.881556000,1.7640000e-03,-1.7640000e-03,131.5771000,1.760000e-02,-1.760000e-02,0.0080,0.4350,-0.0080,20.64400,0.51900,-0.51900,1.8870e+02,8.300e+00,-8.300e+00,2.02,3.100e-01,-4.700e-01,479.0,,,12.42,5.51,-5.60,23.70,3,q1_q17_dr25_tce,5676.00,115.00,-104.00,4.100,0.203,-0.087,1.4870,0.2290,-0.3440,295.920650,47.448608,13.290
3230805,K03068.01,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,3.916795530,2.6020000e-05,-2.6020000e-05,133.6027400,4.630000e-03,-4.630000e-03,0.0070,0.4520,-0.0070,2.07200,0.15800,-0.15800,1.6130e+02,1.410e+01,-1.410e+01,0.85,9.000e-02,-7.000e-02,851.0,,,123.73,47.10,-28.03,13.20,1,q1_q17_dr25_tce,4889.00,146.00,-131.00,4.637,0.032,-0.059,0.6860,0.0740,-0.0490,290.260280,38.354988,14.976
4676964,K03069.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,43.102443400,7.1150000e-04,-7.1150000e-04,140.1394000,1.340000e-02,-1.340000e-02,0.0110,0.4310,-0.0110,7.12400,0.31500,-0.31500,2.9980e+02,2.430e+01,-2.430e+01,1.88,5.200e-01,-3.300e-01,539.0,,,19.96,16.91,-8.02,14.30,1,q1_q17_dr25_tce,5741.00,171.00,-188.00,4.365,0.108,-0.186,1.0970,0.3090,-0.1900,297.039220,39.785259,14.914
10488450,K00290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.683395376,3.6490000e-06,-3.6490000e-06,171.4260500,1.130000e-03,-1.130000e-03,0.7630,0.0970,-0.5200,1.85920,0.03850,-0.03850,2.3470e+02,5.300e+00,-5.300e+00,2.55,8.000e-01,-5.300e-01,1860.0,,,2833.83,2622.64,-1376.35,52.90,1,q1_q17_dr25_tce,6958.00,196.00,-337.00,4.195,0.132,-0.181,1.5290,0.4780,-0.3180,298.044190,47.627918,12.269
10933561,K00291.01,Kepler-133 c,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,31.517794630,9.3750000e-05,-9.3750000e-05,185.1533000,2.230000e-03,-2.230000e-03,0.5610,0.0200,-0.4550,7.63400,0.07840,-0.07840,3.5760e+02,6.100e+00,-6.100e+00,2.72,4.100e-01,-6.100e-01,663.0,,,45.68,19.87,-20.03,63.20,1,q1_q17_dr25_tce,5611.00,114.00,-91.00,4.144,0.195,-0.105,1.4000,0.2110,-0.3160,297.277980,48.320332,12.848
10933561,K00291.02,Kepler-133 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.129998580,2.3760000e-05,-2.3760000e-05,134.1006700,2.440000e-03,-2.440000e-03,0.8960,0.0290,-0.6260,2.14920,0.06970,-0.06970,1.4800e+02,6.600e+00,-6.600e+00,2.04,3.100e-01,-4.600e-01,1041.0,,,277.89,120.90,-121.84,26.10,2,q1_q17_dr25_tce,5611.00,114.00,-91.00,4.144,0.195,-0.105,1.4000,0.2110,-0.3160,297.277980,48.320332,12.848
4770617,K02243.03,,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,31.445270900,1.6980000e-04,-1.6980000e-04,154.5813600,5.130000e-03,-5.130000e-03,0.9700,0.0060,-0.7250,1.75800,0.10800,-0.10800,5.3110e+02,4.810e+01,-4.810e+01,4.55,9.300e-01,-7.700e-01,721.0,,,63.78,33.30,-22.03,12.70,3,q1_q17_dr25_tce,6172.00,74.00,-86.00,4.198,0.130,-0.130,1.4710,0.3010,-0.2470,297.477110,39.877239,14.806
8845026,K00044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,66.467462170,3.0030000e-05,-3.0030000e-05,160.4765100,3.580000e-04,-3.580000e-04,0.1160,0.0390,-0.0780,19.66380,0.02320,-0.02320,1.2644e+04,1.420e+01,-1.420e+01,11.97,3.430e+00,-1.570e+00,466.0,,,11.18,9.72,-3.86,1049.30,1,q1_q17_dr25_tce,5843.00,182.00,-203.00,4.403,0.087,-0.203,1.0730,0.3070,-0.1410,300.151860,45.089611,13.483
11075737,K00292.01,Kepler-97 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.586639524,2.7090000e-06,-2.7090000e-06,171.8425720,8.000000e-04,-8.000000e-04,0.3490,0.0770,-0.3490,2.25300,0.02650,-0.02650,2.1770e+02,3.300e+00,-3.300e+00,1.44,1.900e-01,-1.600e-01,1328.0,,,735.48,282.45,-198.83,77.30,1,q1_q17_dr25_tce,5780.00,103.00,-115.00,4.421,0.100,-0.100,0.9660,0.1310,-0.1070,287.326630,48.673431,12.872
11189127,K00347.01,,FALSE POSITIVE,FALSE POSITIVE,0.3510,0,1,0,0,2.671942657,1.6380000e-06,-1.6380000e-06,169.8539080,4.930000e-04,-4.930000e-04,0.9820,8.1500,-0.0980,1.91190,0.03030,-0.03030,1.5942e+04,2.020e+02,-2.020e+02,22.36,6.150e+00,-4.600e+00,1458.0,,,1069.47,922.60,-483.51,97.50,1,q1_q17_dr25_tce,6116.00,212.00,-212.00,4.335,0.180,-0.180,1.0550,0.2900,-0.2170,291.157380,48.861145,13.318
11194032,K00348.01,Kepler-533 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.511176390,2.6510000e-05,-2.6510000e-05,187.3639550,7.310000e-04,-7.310000e-04,0.7700,0.0060,-0.5570,4.59410,0.07060,-0.07060,1.8446e+03,1.470e+01,-1.470e+01,3.27,1.900e-01,-1.300e-01,423.0,,,7.55,1.57,-1.13,145.50,1,q1_q17_dr25_tce,4687.00,93.00,-93.00,4.627,0.015,-0.039,0.6900,0.0390,-0.0280,293.685730,48.825142,13.933
11394027,K00349.01,Kepler-1664 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.386825670,1.6760000e-05,-1.6760000e-05,170.4550490,8.850000e-04,-8.850000e-04,0.0210,0.4110,-0.0210,2.14170,0.03230,-0.03230,5.6960e+02,1.090e+01,-1.090e+01,2.54,3.700e-01,-3.400e-01,776.0,,,85.46,35.45,-26.28,61.70,1,q1_q17_dr25_tce,5725.00,104.00,-115.00,4.353,0.126,-0.103,1.0720,0.1580,-0.1430,286.852660,49.261681,13.586
7609553,K02924.02,,CANDIDATE,CANDIDATE,0.9170,0,0,0,0,8.856867120,2.7640000e-05,-2.7640000e-05,134.1363300,2.270000e-03,-2.270000e-03,0.9230,0.0530,-0.6380,0.60600,0.08910,-0.08910,3.1920e+02,3.000e+01,-3.000e+01,1.88,1.800e-01,-2.100e-01,714.0,,,61.54,22.17,-17.78,11.90,2,q1_q17_dr25_tce,5017.00,151.00,-136.00,4.516,0.075,-0.067,0.7970,0.0790,-0.0870,292.440400,43.209431,14.589
11395587,K00350.01,,CANDIDATE,CANDIDATE,0.9830,0,0,0,0,12.990650740,2.2980000e-05,-2.2980000e-05,177.2386500,1.340000e-03,-1.340000e-03,0.0680,0.3700,-0.0680,2.37480,0.04160,-0.04160,3.9230e+02,1.060e+01,-1.060e+01,2.02,3.000e-01,-2.000e-01,790.0,,,92.12,38.04,-22.90,42.50,1,q1_q17_dr25_tce,5787.00,104.00,-116.00,4.402,0.090,-0.110,1.0270,0.1510,-0.1000,287.861420,49.264462,13.387
11442793,K00351.01,Kepler-90 h,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,331.597273200,2.4590000e-04,-2.4590000e-04,140.4989290,5.860000e-04,-5.860000e-04,0.0200,0.1360,-0.0200,14.40400,0.03190,-0.03190,8.3221e+03,2.530e+01,-2.530e+01,10.89,1.770e+00,-1.450e+00,294.0,,,1.76,0.79,-0.55,355.00,1,q1_q17_dr25_tce,5970.00,107.00,-131.00,4.317,0.110,-0.121,1.2000,0.1950,-0.1600,284.433500,49.305161,13.804
5520547,K02990.01,Kepler-1401 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.200588550,7.6910000e-05,-7.6910000e-05,137.5100300,4.960000e-03,-4.960000e-03,0.9560,0.0020,-0.7440,4.56200,0.12800,-0.12800,2.1990e+02,1.300e+01,-1.300e+01,1.70,4.700e-01,-1.600e-01,808.0,,,100.91,81.91,-27.32,19.20,1,q1_q17_dr25_tce,6038.00,163.00,-181.00,4.524,0.046,-0.184,0.8980,0.2480,-0.0830,287.466060,40.758450,14.982
4848424,K02991.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.501799310,1.3620000e-05,-1.3620000e-05,131.5561100,7.490000e-03,-7.490000e-03,0.2560,0.2030,-0.2560,3.27500,0.42100,-0.42100,1.0010e+02,6.800e+00,-6.800e+00,0.72,1.000e-01,-5.000e-02,1229.0,,,540.71,297.79,-155.95,19.10,1,q1_q17_dr25_tce,5024.00,227.00,-227.00,4.613,0.028,-0.083,0.7360,0.1030,-0.0550,295.217530,39.933128,14.762
8866102,K00042.01,Kepler-410 A b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.833678340,1.3850000e-05,-1.3850000e-05,181.2339430,6.030000e-04,-6.030000e-04,0.0130,0.2780,-0.0130,4.51120,0.01950,-0.01950,3.2690e+02,2.400e+00,-2.400e+00,2.43,1.200e-01,-1.400e-01,866.0,,,132.94,20.74,-20.33,154.50,1,q1_q17_dr25_tce,6407.00,76.00,-83.00,4.268,0.030,-0.030,1.3370,0.0670,-0.0740,283.150700,45.139832,9.364
4143755,K00281.01,Kepler-510 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.556620030,3.6970000e-05,-3.6970000e-05,189.0435400,1.470000e-03,-1.470000e-03,0.6060,0.1800,-0.4100,8.08700,0.05200,-0.05200,2.9890e+02,3.100e+00,-3.100e+00,2.45,1.200e-01,-9.000e-02,797.0,,,95.35,17.77,-9.89,111.00,1,q1_q17_dr25_tce,5671.00,111.00,-51.00,4.094,0.033,-0.027,1.3600,0.0650,-0.0490,287.655000,39.244289,11.947
8509442,K02992.01,,CANDIDATE,CANDIDATE,0.9000,0,0,0,0,82.659517400,5.4430000e-04,-5.4430000e-04,152.6726000,5.870000e-03,-5.870000e-03,0.5790,0.3450,-0.3580,3.48000,0.16600,-0.16600,1.2707e+03,8.650e+01,-8.650e+01,2.03,1.400e-01,-1.800e-01,233.0,,,0.70,0.17,-0.18,17.10,1,q1_q17_dr25_tce,3952.00,86.00,-94.00,4.716,0.040,-0.036,0.5530,0.0400,-0.0490,296.737240,44.501480,15.995
11244137,K02994.01,Kepler-1402 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,2.033874830,1.4080000e-05,-1.4080000e-05,131.9192700,5.140000e-03,-5.140000e-03,0.2380,0.1960,-0.2380,3.09700,0.16400,-0.16400,7.3600e+01,5.500e+00,-5.500e+00,1.60,2.900e-01,-2.800e-01,1789.0,,,2422.92,1161.50,-876.37,15.70,1,q1_q17_dr25_tce,5282.00,84.00,-73.00,3.913,0.126,-0.103,1.8990,0.3390,-0.3390,291.847810,48.968128,14.621
6072593,K03070.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,5.075382550,1.8270000e-05,-1.8270000e-05,133.9297800,2.890000e-03,-2.890000e-03,0.9190,0.0340,-0.6440,1.70000,0.08730,-0.08730,1.6310e+02,1.210e+01,-1.210e+01,1.74,4.800e-01,-3.300e-01,1154.0,,,419.23,345.81,-174.42,16.00,1,q1_q17_dr25_tce,5933.00,160.00,-178.00,4.334,0.136,-0.187,1.1180,0.3140,-0.2100,299.447330,41.398121,14.196
5865654,K03071.01,Kepler-1423 b,CONFIRMED,CANDIDATE,0.9330,0,0,0,0,23.955398600,1.8160000e-04,-1.8160000e-04,146.6622100,5.670000e-03,-5.670000e-03,0.6690,0.2890,-0.4350,3.20400,0.18200,-0.18200,2.2870e+02,1.890e+01,-1.890e+01,2.84,1.600e+00,-1.760e+00,741.0,,,71.16,121.80,-61.97,13.90,1,q1_q17_dr25_tce,5011.00,134.00,-149.00,3.903,0.644,-0.297,1.7810,1.0010,-1.1010,288.243770,41.110081,14.553
3219643,K03072.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,24.336702600,2.9020000e-04,-2.9020000e-04,154.3759000,1.110000e-02,-1.110000e-02,0.5770,0.0460,-0.4640,2.53900,0.39200,-0.39200,5.5110e+02,5.310e+01,-5.310e+01,1.95,1.900e-01,-2.100e-01,526.0,,,18.07,6.49,-5.36,13.40,1,q1_q17_dr25_tce,5141.00,153.00,-153.00,4.505,0.088,-0.072,0.8060,0.0800,-0.0880,286.761470,38.343510,15.581
8546542,K03073.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,7.409851820,2.8870000e-05,-2.8870000e-05,138.1822200,3.040000e-03,-3.040000e-03,0.2340,0.2210,-0.2340,1.13100,0.10300,-0.10300,2.0110e+02,1.930e+01,-1.930e+01,1.18,2.600e-01,-9.000e-02,818.0,,,105.91,72.13,-26.31,13.50,1,q1_q17_dr25_tce,5462.00,163.00,-163.00,4.560,0.028,-0.161,0.8360,0.1860,-0.0660,285.748500,44.632462,14.449
8197560,K03074.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.024255560,2.9370000e-06,-2.9370000e-06,131.4943700,2.830000e-03,-2.830000e-03,1.3120,4.6510,-0.1480,2.64390,0.08540,-0.08540,1.6317e+03,4.620e+01,-4.620e+01,29.83,5.580e+00,-2.380e+00,1503.0,,,1211.99,745.61,-320.86,40.60,1,q1_q17_dr25_tce,5337.00,185.00,-185.00,4.594,0.037,-0.112,0.7640,0.1430,-0.0610,300.977940,44.089069,16.695
11200415,K00293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.639585980,1.7440000e-05,-1.7440000e-05,172.2191700,3.400000e-03,-3.400000e-03,0.0140,0.4420,-0.0140,2.76800,0.10100,-0.10100,8.3400e+01,3.500e+00,-3.500e+00,1.52,3.000e-01,-4.200e-01,1587.0,,,1496.31,887.54,-794.14,28.10,1,q1_q17_dr25_tce,6591.00,169.00,-186.00,4.024,0.273,-0.117,1.6460,0.3290,-0.4520,296.357330,48.863720,12.057
8613535,K02263.03,,CANDIDATE,CANDIDATE,0.5520,0,0,0,0,15.594375800,2.8460000e-04,-2.8460000e-04,140.3138000,1.440000e-02,-1.440000e-02,0.5000,0.4530,-0.2970,7.36700,0.55200,-0.55200,9.5400e+01,9.000e+00,-9.000e+00,1.08,3.400e-01,-1.100e-01,801.0,,,97.35,89.49,-29.51,11.90,4,q1_q17_dr25_tce,6249.00,174.00,-217.00,4.428,0.054,-0.202,1.0760,0.3350,-0.1120,286.971280,44.708302,14.456
11259686,K00294.01,Kepler-512 b,CONFIRMED,CANDIDATE,0.5900,0,0,0,0,34.435938700,9.5690000e-05,-9.5690000e-05,193.0380000,1.960000e-03,-1.960000e-03,0.0170,0.3880,-0.0170,5.82000,0.06920,-0.06920,4.2450e+02,9.300e+00,-9.300e+00,2.78,4.800e-01,-4.800e-01,652.0,,,42.68,20.42,-15.99,52.60,1,q1_q17_dr25_tce,5929.00,107.00,-131.00,4.243,0.137,-0.125,1.3630,0.2360,-0.2360,298.268950,48.916740,12.674
11547513,K00295.01,Kepler-134 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.317440164,6.3760000e-06,-6.3760000e-06,171.8756190,8.970000e-04,-8.970000e-04,0.7200,0.1190,-0.4890,2.93310,0.03780,-0.03780,2.9250e+02,4.100e+00,-4.100e+00,1.94,3.000e-01,-2.200e-01,1105.0,,,351.52,152.76,-99.11,80.90,1,q1_q17_dr25_tce,5923.00,107.00,-131.00,4.377,0.099,-0.121,1.0540,0.1640,-0.1200,284.739040,49.598400,12.324
11547513,K00295.02,Kepler-134 c,CONFIRMED,CANDIDATE,0.9580,0,0,0,0,10.105757640,3.5230000e-05,-3.5230000e-05,135.5095800,2.800000e-03,-2.800000e-03,0.8280,0.0000,-0.5920,2.01380,0.08950,-0.08950,1.1680e+02,6.500e+00,-6.500e+00,1.28,2.000e-01,-1.400e-01,892.0,,,149.40,64.93,-42.12,19.90,2,q1_q17_dr25_tce,5923.00,107.00,-131.00,4.377,0.099,-0.121,1.0540,0.1640,-0.1200,284.739040,49.598400,12.324
11802615,K00296.01,Kepler-513 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.862365710,6.2350000e-05,-6.2350000e-05,178.4849800,1.650000e-03,-1.650000e-03,0.7780,0.0260,-0.5360,5.40330,0.06370,-0.06370,4.4920e+02,8.000e+00,-8.000e+00,2.53,3.700e-01,-3.700e-01,623.0,,,35.56,15.07,-11.50,64.40,1,q1_q17_dr25_tce,5725.00,114.00,-103.00,4.326,0.137,-0.112,1.0880,0.1600,-0.1600,285.041690,50.075378,12.935
11442793,K00351.02,Kepler-90 g,CONFIRMED,CANDIDATE,0.8800,0,0,0,0,210.601384300,2.3470000e-04,-2.3470000e-04,147.0568670,8.860000e-04,-8.860000e-04,0.0020,0.1720,-0.0020,11.99220,0.03470,-0.03470,4.1593e+03,1.850e+01,-1.850e+01,7.70,1.250e+00,-1.030e+00,342.0,,,3.22,1.45,-1.01,232.40,2,q1_q17_dr25_tce,5970.00,107.00,-131.00,4.317,0.110,-0.121,1.2000,0.1950,-0.1600,284.433500,49.305161,13.804
10122538,K02926.05,,CANDIDATE,CANDIDATE,0.8890,0,0,0,0,75.731195000,1.8850000e-03,-1.8850000e-03,201.9685000,2.910000e-02,-2.910000e-02,0.9000,0.0420,-0.6100,4.85900,0.21900,-0.21900,2.4960e+03,1.730e+02,-1.730e+02,3.47,2.200e-01,-1.600e-01,237.0,,,0.74,0.16,-0.12,16.30,5,q1_q17_dr25_tce,3891.00,70.00,-86.00,4.718,0.018,-0.042,0.5640,0.0350,-0.0260,283.336060,47.174541,16.279
11442793,K00351.03,Kepler-90 d,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,59.737144300,2.4020000e-04,-2.4020000e-04,158.9597400,2.760000e-03,-2.760000e-03,0.0050,0.4130,-0.0050,8.00060,0.09510,-0.09510,5.6640e+02,1.330e+01,-1.330e+01,2.84,4.600e-01,-3.800e-01,520.0,,,17.26,7.78,-5.40,43.50,3,q1_q17_dr25_tce,5970.00,107.00,-131.00,4.317,0.110,-0.121,1.2000,0.1950,-0.1600,284.433500,49.305161,13.804
2445975,K00053.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,3.388887193,1.6810000e-06,-1.6810000e-06,172.2590540,3.920000e-04,-3.920000e-04,0.3870,0.0090,-0.3520,2.44750,0.03160,-0.03160,1.1268e+04,8.150e+01,-8.150e+01,10.72,0.000e+00,0.000e+00,1212.0,,,511.30,0.00,0.00,162.90,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,292.030910,37.773529,13.513
11521793,K00352.01,Kepler-143 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.082397340,8.6900000e-05,-8.6900000e-05,191.8072800,2.420000e-03,-2.420000e-03,0.9150,0.0090,-0.6370,5.01190,0.10000,-0.10000,4.2320e+02,1.120e+01,-1.120e+01,3.25,5.200e-01,-6.400e-01,703.0,,,57.77,25.72,-23.34,40.90,1,q1_q17_dr25_tce,5857.00,105.00,-117.00,4.204,0.176,-0.108,1.3050,0.2090,-0.2560,298.067690,49.412601,13.770
